trailing-star	buy-star-vs-no-slash	{"/":"/buy/*"}	https://example.com/buy	0	Matched by pattern at index 0: { |   "/" : "/buy/*" | } |
trailing-star	buy-star-vs-slash	{"/":"/buy/*"}	https://example.com/buy/	0	Matched by pattern at index 0: { |   "/" : "/buy/*" | } |
trailing-star	buy-star-vs-child	{"/":"/buy/*"}	https://example.com/buy/42	0	Matched by pattern at index 0: { |   "/" : "/buy/*" | } |
trailing-star	buy-star-vs-sibling	{"/":"/buy/*"}	https://example.com/buyer	0	Did not match. |
trailing-star	buy-star-vs-prefix	{"/":"/buy/*"}	https://example.com/bu	0	Did not match. |
trailing-star	deep-star-vs-no-slash	{"/":"/a/b/*"}	https://example.com/a/b	0	Matched by pattern at index 0: { |   "/" : "/a/b/*" | } |
trailing-star	star-no-slash-vs-plain	{"/":"/buy*"}	https://example.com/buy	0	Matched by pattern at index 0: { |   "/" : "/buy*" | } |
trailing-star	mid-star-vs-no-slash	{"/":"/a/*/c"}	https://example.com/a/c	0	Did not match. |
trailing-star	exact-no-star	{"/":"/buy"}	https://example.com/buy	0	Matched by pattern at index 0: { |   "/" : "/buy" | } |
trailing-star	exact-vs-trailing-slash	{"/":"/buy"}	https://example.com/buy/	0	Matched by pattern at index 0: { |   "/" : "/buy" | } |
leading-slash	bare-abc-vs-slash-abc	{"/":"abc"}	https://example.com/abc	0	Matched by pattern at index 0: { |   "/" : "abc" | } |
leading-slash	apple-doc-example	{"/":"abc","?":"def","#":"*"}	https://example.com/abc?def	0	Matched by pattern at index 0: { |   "?" : "def", |   "/" : "abc", |   "#" : "*" | } |
leading-slash	bare-buy-star	{"/":"buy/*"}	https://example.com/buy/42	0	Matched by pattern at index 0: { |   "/" : "buy/*" | } |
query-missing	star-on-absent-item	{"?":{"b":"*"}}	https://example.com/x?a=1	0	Matched by pattern at index 0: { |   "?" : { |     "b" : "*" |   } | } |
query-missing	question-star-on-absent	{"?":{"b":"?*"}}	https://example.com/x?a=1	0	Did not match. |
query-missing	empty-pattern-on-absent	{"?":{"b":""}}	https://example.com/x?a=1	0	Matched by pattern at index 0: { |   "?" : { |     "b" : "" |   } | } |
query-missing	literal-on-absent	{"?":{"b":"1"}}	https://example.com/x?a=1	0	Did not match. |
query-missing	star-on-empty-query	{"?":{"b":"*"}}	https://example.com/x	0	Matched by pattern at index 0: { |   "?" : { |     "b" : "*" |   } | } |
query-missing	two-items-one-absent	{"?":{"a":"1","b":"*"}}	https://example.com/x?a=1	0	Matched by pattern at index 0: { |   "?" : { |     "a" : "1", |     "b" : "*" |   } | } |
query-repeat	target-is-first	{"?":{"id":"42"}}	https://example.com/x?id=42&id=7	0	Did not match. |
query-repeat	target-is-last	{"?":{"id":"42"}}	https://example.com/x?id=7&id=42	0	Did not match. |
query-repeat	target-is-middle	{"?":{"id":"42"}}	https://example.com/x?id=7&id=42&id=9	0	Did not match. |
query-nonstring	bool-true-value-present	{"?":{"flag":true}}	https://example.com/x?flag=1	0	Matched by pattern at index 0: { |   "?" : { |     "flag" : true |   } | } |
query-nonstring	bool-true-item-absent	{"?":{"flag":true}}	https://example.com/x?other=1	0	Matched by pattern at index 0: { |   "?" : { |     "flag" : true |   } | } |
query-nonstring	bool-false-value-present	{"?":{"flag":false}}	https://example.com/x?flag=1	0	Matched by pattern at index 0: { |   "?" : { |     "flag" : false |   } | } |
query-nonstring	number-predicate	{"?":{"n":5}}	https://example.com/x?n=5	0	Matched by pattern at index 0: { |   "?" : { |     "n" : 5 |   } | } |
query-nonstring	null-predicate	{"?":{"n":null}}	https://example.com/x?n=5	0	Matched by pattern at index 0: { |   "?" : { |     "n" : null |   } | } |
